idsubproduto,descricaoproduto,flaginativo,idsecao,idgrupo,idsubgrupo,descrsecao,descrgrupo,descrsubgrupo
69548,USADO-LIQUIDIFICADOR ROBUST VERMELHO 110V LIQ411 - CADENCE,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
74087,"USADO-LIXEIRA 100L 91X51X57,5 CM C/PEDAL 364 BRANCA-BOLIVAR",T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
64486,USADO-LIXEIRA PLASTICA 50L C/PEDAL MARFINITE,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
70568,USADO-LIXEIRA PLASTICA 75L C/PEDAL MARFINITE,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
70572,USADO-LUMINOSO "CORONA EXTRA" (PA.022.0003) - ALUMIART,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
70570,USADO-LUMINOSO SKOL 8252 - ALUMIART,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
54755,USADO-MISTURADOR THE MIX PRMQ 15/1 BIV C NR12 PROGAS,F,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
74089,USADO-PANELA DE PRESSAO EXPRESS 35L (1400-35) FULGOR,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
74091,USADO-PANELA DE PRESSAO PROF. 20L 97168 NIGRO,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
70560,USADO-PEGADOR INOX UNIVERSAL 28CM 1690/000 BR,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
71073,USADO-PORTA CANUDO PINT.PRETO 29 GLOBO,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
29860,USADO-PORTA CEDULAS E MOEDAS C/ FIXADOR - INNAL,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
71075,USADO-PORTA GUARDANAPO DEITADO PRETO 33 GLOBO,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
70564,USADO-PRATO RASO 27CM CARINE PRETO 311011429 - LUMINARC,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
13824,USADO-RALADOR DE QUEIJO E COCO RQ-01 1/3HP BRAESI,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
13826,USADO-RALADOR QUEIJO RQ-15 1/4 HP BIV G.PANIZ,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
49024,USADO-RASPADEIRA CHOC.S/CB G POLIET.RA05 WAL,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
69586,USADO-ROLO P/MASSA PROFISSIONAL GD. 1014 PRONYL,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
29844,"USADO-TACHO ESMALTADO 7,5L TH-1701 110 - MARCHESONI",T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
69584,USADO-TRAVESSA DE METAL MEDIA 873581 UNY GIFT,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
22002,USADO-VITRINE VERT. P/BEB.P.VIDRO 220V VB-30W METALFRIO,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
77785,USADO-W-CHOCOLATEIRA CHOCO05 220V UNIVERSAL,T,8,116,250,Produtos usados,Usados,Peças e utilidades (usados)
21854,#-COLUNA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
40625,0.75 MM FIO INSTALACAO ELETRICA PR/VM 18 AWG,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36625,07W 115 436A,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
53137,"1.3/8'' = 34,92MM BR TUBO COBRE RIGIDO",F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36283,12 MB PORCA AUTO TRAVANTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36285,12MM ARRUELA LISA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36735,13961 24V LAMPADA ESMAGADA GDE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36623,2RO 127177J,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
79627,2TP SEM PLACA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36621,2V5 201512,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36291,3/8 ENGRAXADEIRA RETA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
21524,4MM ELETRODO CORTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
37991,6VC-02071OLP - WINRDS 2012 DVC CAL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
38484,7/8 UNF PORCA SMPLES,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87626,ABACAXI,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
63893,ABALUX,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
74806,ABRAC UNIV,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
71937,ABRACADEIRA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
48112,ABRACADEIRA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
19387,ABRACADEIRA - M DIESEL CAMINHOES E ONIBUS LTDA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
26828,ABRACADEIRA NYLON,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17387,ABRACADEIRA PVC CONDU.1 CZCL CEMAR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17333,ABRACADEIRA PVC FECHADA 1 TOP TIGRE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17375,ABRACADEIRA T.80,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
61763,ABS. INTIMUS GEL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
86209,ACAB DOCOL VALV CLASSICA CR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
57730,ACABAMENTO HYDRA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
75225,ACABAMENTO VALVULA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
89606,ACAFRÃO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
61911,ACAI,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
27994,ACCES POINT,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
72313,ACESS POINT,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
23012,ACETILENO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
20142,ACHOC.PO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87345,ACHOCOLATADO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
44825,ACIDO PARA TRATAMENTO FUNGOS,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
61922,ACIONADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
28257,ACIONADOR MANUAL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
34248,ACIONAMENTO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
40073,ACM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
30267,ACM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17650,ACM 3 0X1220X5000MM DARK GREY PRO 137 PECAS 3,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
47581,ACO VERG BARRA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
44393,ACOPLAMENTO DO EXENTR. DA TAMPA DA SAVEIRO GV,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
23565,ACRILICO FOSCO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
22638,ACRILICO LEITOSO 110X1289 MM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17981,ACUCAR 1 KG,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
19494,ACUCAR 2KG,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
45511,ACUCAR CRISTAL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
84600,AÇUCAR CRISTAL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17759,ACUCAR CRISTAL ESTRELA PCT 1X1 2KG,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
16826,ACUCAR CRISTAL ITAMARATI ESPEC 2KG,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17430,ACUCAR CRISTAL SONORA 2KG - 243876,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
20191,ACUCAR CRISTAL SONORA FDO 1X15 2KG,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18741,"AD DUNDUN 0,70KG (UN) O UND",F,9,130,280,Uso e consumo,Consumo,Uso e consumo
19019,ADAPTACAO DO 3 EIXO VW 13180 - (CARGA SECA),F,9,130,280,Uso e consumo,Consumo,Uso e consumo
88444,ADAPTADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36175,ADAPTADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
75107,ADAPTADOR C FLANGE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17389,ADAPTADOR COND.1CX CZ CEMAR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17513,ADAPTADOR POLIETILENO 3/4,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36437,ADAPTADOR SATA P/FONTE ATX 9091,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
33495,ADAPTADOR USB 300MB RE052 MULTILASER MIN,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
20050,ADAPTADOR WIRELESS USB,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
85640,ADEREÇO COCAR PARA MOLDURA MODELO 80X80 CM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
85650,ADESIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
22943,ADESIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17341,ADESIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
70136,ADESIVO CONTROLADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
50123,ADESIVO DE CHAO DIA DAS MAES 71900/054 - TRAMONTINA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
69219,ADESIVO DEMARCADOR DE SOLO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
74902,ADESIVO INSTANTANEO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
52258,ADESIVO JUNTA MOTOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
77274,ADITIVADO RAD,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
72898,ADITIVADO RADIADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
82115,ADITIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
22081,ADITIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
77284,ADITIVO RADIADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
29352,ADOCANTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
56051,AFBR ISOLACAO TERMICA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
22753,AGENDA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
72221,AGREGANTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
48244,AGREGANTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18007,AGUA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
88243,AGUA  PARA BATERIA TRADICIONAL 50L,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
71775,AGUA BATERIA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87480,AGUA DE COCO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
85870,AGUA DESMINERALIZADA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
69994,AGUA DESMINERALIZADA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
40667,AGUA DESMINERALIZADA 50 LITROS,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
16799,AGUA MINERAL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
29413,AGUA RAZ 5 LTS,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17947,AGUA SANIT. CANDURA 5L - 320323,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17973,AGUA SANITARIA Q.BOA UND 1X1 2L,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17737,AGUA SANITARIA Q.BOA UND 1X1 5L,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
32385,AGUA SANITARIA UND,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
85099,ÁGUA SANITÁRIA YPE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
20745,AGUA SANITARIA YPE UND 1X 1 5L,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
34090,AGUA SEM GAS NESTLE 510ML,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
24742,AGUARRAZ,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
41150,AGULHA DISTANCIA E TEMPO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
88502,AIR REPAIR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
21684,AJAX,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
83496,AL PRESSAO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
69844,AL TELEFONE RETO 8´´,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
61534,ALARGADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
42748,ALARME,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
74109,ALAVANCA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
45351,ALAVANCA FREIO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
43392,ALCATEL 4009 SMARTPHONE PRETO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
28208,ALCATEL 4015,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
75663,ALCOOL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
39517,"ALCOOL  46,2 1L TRADIC.",F,9,130,280,Uso e consumo,Consumo,Uso e consumo
70378,ALCOOL 70,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17749,ALCOOL COCAMAR 46INPM UND 1X1 1L,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
19472,"ALCOOL COPERALCOOL 46,2 1L TRADIC - 595500",F,9,130,280,Uso e consumo,Consumo,Uso e consumo
27014,ALCOOL COPERALCOOL 46INPM UND 1X 1 500ML,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17751,ALCOOL COPERALCOOL 46INPM UND 1X1 1L,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17753,ALCOOL COPERALCOOL EUCALIPTO 46INPM UND 1X1 1L,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
64303,ALCOOL EM GEL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
68432,ALCOOL GEL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
16852,ALCOOL LIQ START 46 GRAUS 1LT,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
79660,ALCOOL LIQUIDO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
79654,ALCOOL LIQUIDO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17963,ALCOOL ZULU 46INPM UND 1X1 500ML,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87620,ALECRIM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
88362,ALFACE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
24605,ALFINETE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
82079,ALFORGE DE LONA REFORCADO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
80036,ALHO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
26516,ALHO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
86843,ALICATE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
80825,ALICATE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
79434,ALICATE  UNIVERSAL 8 GEDORE RED R2830120,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
21250,ALICATE PRESSAO 10 MAYLE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87454,ALIM C/ AMEND AMOND,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
33664,ALIMENTADOR MCF 55,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
25887,ALIMNHAMENTO BALANCEAMENTO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
25889,ALINHAMENTO BALANCEAMENTO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
74834,ALISA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
16571,ALMOCO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
32367,ALMOCO SEMANA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18300,ALMOFADA P/CARIMBO MP772 AZUL MASTERPRINT,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
69990,ALTERNADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
64576,ALTO FALANTE 5 TRIAXIAL BBR 50 W,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
74560,ALUMINIO OPAL P RODAS SINTETICO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
83893,ALUMINIO OPALENCE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
30364,ALVEJANTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
79123,AMAC. CONFORTO 5L. - PREMISSE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
21688,AMACIANTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87950,AMEIXA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
27253,AMEIXA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
24394,AMENDOIM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
81423,AMENDOIM DORI JAPONES,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
44797,AMENDOINYOKI TIPO JAPONES,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
55706,AMIANTO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
77979,AMIDO DE MILHO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
20179,AMIDO MILHO MAIZENA UND 1X1 500G,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
68989,AMORTECEDOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
77949,AMORTECEDOR CABIINE TRS,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
32363,AMORTECEDOR CAP,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
31642,AMORTECEDOR DIANT LD,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
31640,AMORTECEDOR DIANT LE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
31644,AMORTECEDOR TRAS,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
88342,AMPLIFICADOR FRAHM SLIM 1600 G5 BLUETOOTH 60W - PRETO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
25308,ANADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17715,ANADOR 500MG 24S,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
76936,ANEIS MOTOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
88562,ANEL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
19391,ANEL - M DIESEL CAMINHOES E ONIBUS LTDA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87238,ANEL ABS SEMI-EIXO TRASEIRO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18878,ANEL DE AJUSTE GB 39817,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
16925,ANEL DE VEDAÇÃO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18206,ANEL DE VEDACAO P/BACIA CENSIANEL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
48845,ANEL VEDACAO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
33433,ANEL VEDACAO RV TPE 7106/A45 CO.,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
55704,ANILHA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
86794,ANTENA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
21966,ANTENA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
19313,ANTEPARO MOTOR - DOMANI DIST DE VEICULOS,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
42273,ANTI CHAMA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
32197,ANTI CHIOS SILENCIADOR DE FREIO 70 ML,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
63833,ANTI CORROSIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
55298,ANTI EMBACANTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87381,ANTI RUIDO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
86620,ANTI RUST ORGANIÇÃO PARA RADIADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
22932,ANTICHAMA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
71982,ANTICORROSIVO 300 ML SUPER LUB,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
27525,ANTIFERRUGEM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
87489,AP BARB BIC,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
23871,APAGADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
66946,APAR TELEFONE S FIO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
68420,APARABARRO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
19051,APARADOR  MDF,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
65059,APARADOR DE CAFE EM MDF PRETO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
24726,APARELHO P/ DUREX,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
84264,APARELHO RADIO ROADSTAR C USB E BLUETOOH,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
27120,APARELHO TELEFONICO PHILIPS S/FIO DIGITAL CD6951B,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
27118,APARELHO TELEFONICO S/FIO TS 2510 C/ IDENT PT,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
19850,APERTO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
20617,APLICACAO BACTERICIDA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
72181,APLICADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
57811,APLIQUE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
68610,APOIO CAIXA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
24155,APOIO CAIXA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
24157,APOIO INTER,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
83909,APONTADOR COM DEPOSITO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18071,APONTADOR MAPED VIVO P-LAPIS NORMAL E JUMBO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
57814,APQ FOGUEIRA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
57809,APQ MILHO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
31177,APRESENTADOR,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
58208,AR COND MIDEA APLIT,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
82531,AR CONDICIONADO INVERTER 9000,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
88177,ARAME,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
27158,ARAME,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
51468,ARAME,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
72311,ARAME GALV,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
20268,ARANDELA ALUMINIO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
21970,ARCO DE SERRA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
49471,ARCO SERRA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18197,AREIA LAVADA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
74236,AREIA LAVADA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
16911,AREIA LAVADA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
67101,AREJADOR HIDRA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
61739,ARES,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
81419,ARG QUART AC-2 CIMENTCOLA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
89305,ARGAMASSA QUARTZOLIT,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
85898,ARGILA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
3786,ARGOLADO DE METAL 25MM ARTICULADA ELO E FECHO PC 10 PRATA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
72325,ARLA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
37021,ARLA 31021010,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
59991,ARMACAO BRALIMPIA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
22205,ARMARIO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
89699,ARMARIO ARQUIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
89697,ARMARIO ARQUIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
89695,ARMARIO ARQUIVO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18630,ARMARIO P.ALTA 160X90X40 LIGHT CZ/P - 16090 CZ/PT,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
30247,ARO RODA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18737,AROM.AROMA NATURAL 60ML,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
55756,AROMATIZANTE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
82498,ARQUIVO MORTO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
70430,ARQUIVO MORTO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18325,ARQUIVO MORTO PADRAO SAO CARLOS,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
76392,ARRANJO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
36079,ARRASTE DO SAVBEIRO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
22977,ARREBITE,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
40789,ARREMATE  P MOLDURA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
27210,ARROZ LONGO FINO TIPO 1 5KG,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17422,ARROZ TIPO 1,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
75207,ARRUELA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
32432,ARRUELA DE PRESSO NAO ROSCADA DE ACO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
71947,ARRUELA LISA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
20424,ARRUELA LISA 6MM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
18189,ARRUELA LISA 8MM,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17377,ARRUELA LISA ZINCADA 1/4,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
17379,ARRUELA LISA ZINCADA 3/8,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
70374,ARRUELA TRAVA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
71761,ARRUELA TRAVA SEMI EIXO,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
51308,ART AXIAL,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
52141,ASPERA,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
48713,ASPERA COMPRESSOR 1.1/14 HP  R 404 220V,F,9,130,280,Uso e consumo,Consumo,Uso e consumo
