IDCLIFOR,NOME,FONE1,FONE2,FONECELULAR,EMAIL,DESCRCIDADE
72599,CLOTILDE BERNAL DE SALLES,           ,,67984449687,,CAMPO GRANDE
83011,CLOTILDE DE JESUS CASTRO,           ,,67992078213,,CAMPO GRANDE
56166,CLOTILDE DE JESUS CASTRO,           ,,67992078213,,CAMPO GRANDE
7763,CLOVES SILVA,,,67984081395,,CAMPO GRANDE
80928,CLOVILSON RODRIGUES DA SILVA,           ,,67992449084,,CAMPO GRANDE
71788,CLOVIS BIATO,           ,,67992869802,,CAMPO GRANDE
65388,CLOVIS COSTA RONDON,           ,,67999855984,,CAMPO GRANDE
69871,CLOVIS DA FONSECA,           ,,67996274037,,CAMPO GRANDE
24326,CLOVIS EDUARDO SANTOS SILVA,           ,,,,CAMPO GRANDE
85522,CLOVIS EDUARDO SANTOS SILVA,           ,,67998965572,contatorota67@gmail.com,CAMPO GRANDE
27398,CLOVIS FILIPIN ME,67998698175,,67996239746,rose_14filipin@hotmail.com,SAO GABRIEL DO OESTE
41789,CLOVIS FRANCISCO DOTTO,           ,,67996438600,,CAMPO GRANDE
65871,CLOVIS GONZAGA,           ,,67991806365,,CAMPO GRANDE
13067,CLOVIS LIMA BORGES,6733860780,,67992580819,,CAMPO GRANDE
88811,CLOVIS MACHADO VILLELA,41996503343,,41996503343,,CAMPO GRANDE
86524,CLOVIS PEREIRA GARCIA,           ,,67999504423,,SANTA RITA DO PARDO
90130,CLOVIS ROBERTO LAZZARI,           ,,67998008491,,CAMPO GRANDE
81284,CLOVIS WILSON MATTO GROSSO PEREIRA,           ,,67992666440,,CAMPO GRANDE
65630,CLUBE DE  TIRO  CAMPO GRANDE,           ,,67991427775,ctcg@gmail.com,CAMPO GRANDE
73677,"CLUBE DE CACA,PESCA E TIRO DE DOURADOS",6734221176,,67992247705,,ITAPORA
92276,CLUBE DE TIRO E CACA DE NOVA ALVORADA DO SUL - MS,           ,,67998378985,clubedetiroecacanas@gmail.com,NOVA ALVORADA DO SUL
78618,CLUBE DO LAÇO AIMORE DE OLIVEIRA LIMAQ,           ,,67999760697,benhurhermes@hotmail.com,LAGUNA CARAPA
85358,CLUBE DO LAÇO JARDIM,           ,,67991720255,,JARDIM
71807,CLUBE DOS 40 DE SAO GABRIEL DO OESTE,           ,,67996065848,,SAO GABRIEL DO OESTE
91057,CM HOTEL E SERVICOS LTDA,           ,67998025616,14998104209,comercial@cmhcontainer.com.br,RIBAS DO RIO PARDO
78934,CM PRE MOLDADOS LTDA,67991053608,,67992340506,karenmarin.kmwc@gmail.com,MIRANDA
25699,CMC PANIFICADORA E CONVENIENCIA LTDA ME,6730466777,,67991986325,vaniabatistasilvabr@hotmail.com,CAMPO GRANDE
86075,CMEI VEREADOR ADEMIR BRITES,           ,,67998102062,,AQUIDAUANA
1281,CMR INDUSTRIA E COMERCIO LTDA,6730284567 ,,67999171312,,CAMPO GRANDE
94272,CMS AGRICOLA LTDA,           ,,21981582028,,SIDROLANDIA
85496,CN COMERCIAO DE CELULARES LTDA,           ,,67992940000,,CAMPO GRANDE
61848,CN COMERCIO  DE CELULARES LTDA,,,67992940000,,CAMPO GRANDE
81755,CN CORMERCIO DE CELULARES LTDA,67992940000,,61993039058,,CAMPO GRANDE
66080,CN PARTNERS CORRESPONDENTES BANCARIOS LTDA,           ,,67998207800,,CAMPO GRANDE
55338,CNV INDUSTRIA DE COSMETICOS LTDA,67999226101,,,claudio@kosmettica.com.br;victor@cnv.ind.br,CAMPO GRANDE
94438,COAMO AGROINDUSTRIAL COOPERATIVA,           ,,67999949163,MZPINHEIRO@COAMO.COM.BR,BANDEIRANTES
70655,COBI MOTORS COMERCIO DE VEICULOS EIRELI,           ,,67996115167,fer.cobianchi@hotmail.com,CAMPO GRANDE
72035,COBRA ROLAMENTOS E AUTOPEÇAS S.A.,6733127500,,67981461516,emerson@cobrarolamentos.com.br,CAMPO GRANDE
95860,COCG AONO CARDIOLOGIA S/S UNIPESSOAL LTDA,           ,,67992398080,natyaono@hotmail.com,CAMPO GRANDE
77776,COELHO & COELHO COMERCIO DE ALIMENTAÇÃO LTDA,           ,,67999356262,rafael.anacleto@contabilidadeoficial.com.br,CAMPO GRANDE
40623,COELHO & ROTTA LTDA ME,           ,,67999692405,,CAMPO GRANDE
59214,COENE GESTAO EM SERVIÇO DE LIMPEZA,6732131022,,,,CAMPO GRANDE
92431,COFFE CAKE LTDA,           ,,67992880959,,CAMPO GRANDE
97190,COFFEE E BEER 67 LTDA,           ,,67991053291,rodrigoramosalencar@gmail.com,AQUIDAUANA
39772,COGERA SERVICOS ELETRICOS LTDA,6733560025,,67999061606,cobranca@cogera.com.br,CAMPO GRANDE
65610,COLECTA RECICLAGEM E GESTAO PLENA DE RESIDUOS S/A,6730423388,,67982220303,quironio@colecta.eco.br,CAMPO GRANDE
65605,COLECTA RECICLAGEM E GESTAO PLENA DE RESIDUOS S/A,6730423388,,67982220303,quironio@colecta.eco.br,CAMPO GRANDE
43873,COLEGIO ALMIRANTE TAMANDARE LTDA - EPP,6730292879,,67999816483,elizandro@colegiotamandare.com.br,CAMPO GRANDE
99284,COLEGIO BATISTA LTDA,6733634393,,67981010528,edianepmlima@gmail.com,CAMPO GRANDE
52526,COLEGIO EVANGELICO CAMPO GRANDENSE,6733833961,,,colegioevangelico.c@gmail.com,CAMPO GRANDE
88451,COLEGIO FUTURO LTDA,67992870411,,,,CAMPO GRANDE
93298,COLEGIO GERACAO 2001 LTDA,           ,,67991614248,,CAMPO GRANDE
46972,COLEGIO HARMONIA EIRELI,           ,,67999872365,COMERCIALCONTECT01@GMAIL.COM;notafiscal@harmoniabilingue.com.br,CAMPO GRANDE
51446,COLEGIO IMPACTO,6730255585,,,,CAMPO GRANDE
94442,COLEGIO LES DEUX LTDA,           ,,67982148214,,CAMPO GRANDE
84490,COLEGIO MAESTRIA E CURSOS,6730565494,,67984665522,,CAMPO GRANDE
46360,COLEGIO MILITAR DE CAMPO GRANDE,6733684857,,,,CAMPO GRANDE
14291,COLEGIO NOVA DIMENSAO S/S LTDA - ME,6733137068,,67992400775,carmemzem@gmail.com,CAMPO GRANDE
90911,COLEGIO STATUS LTDA,           ,,67992632224,LUCIOUNIVERSIDADE@HOTMAIL.COM,CAMPO GRANDE
31771,COLEGIO VIDA FELIZ LTDA ME,           ,,67992391302,colegiovidafeliz@hotmail.com,CAMPO GRANDE
70746,COLISEU - PIZZARIA E RESTAURANTE LTDA,           ,,67991430288,,RIBAS DO RIO PARDO
70675,COLLINA HOTEL LTDA,6732861593,,67999157495,financeiro.collinahotel@hotmail.com,CAMAPUA
24698,COLONIA UNIVERSAL DOM HOBERTO DE SEVILHA,6781332322,,67999814868,edson.mendesalcantara@hotmail.com,CAMPO GRANDE
6560,COLORADO MATERIAIS DE CONSTRUÇÃO LTDA,6730298888,,67981118942,coloradoms1@hotmail.com,CAMPO GRANDE
21325,COLPAR PARTICIPACOES S/A,6739293197,,67991714020,vilmar.moreira@colpar.com.br,NAVIRAI
43241,COLPAR PARTICIPACOES S/A,6739293190,,67998395738,josemar.santos@colpar.com.br;fazendasantaclara@colpar.com.br;compras@colpar.com.br;financeiro@colpar.com.br,AGUA CLARA
48884,COLPAR PARTICIPACOES S/A,6739293192,,67998551514,sandro.nicolau@colpar.com.br,PARAISO DAS AGUAS
50768,COLPAR PARTICIPAÇOES S/A,6739293193,,67996931408,fazendamuxima@colpar.com.br,AGUA CLARA
50764,COLPAR PARTICIPAÇOES S/A,6739293193,,,,AGUA CLARA
50765,COLPAR PARTICIPAÇOES S/A,6739293193,,67996931408,fazendamuxima@colpar.com.br,AGUA CLARA
42623,COLPAR PARTICIPACOES SA,6739293190,6739293196,18996566900,fazendasantaclara@colpar.com.br,AGUA CLARA
63209,COLPAR PARTICIPAÇOES SA,1836547000,,67996931408,fazendamuxima@colpar.com.br,AGUA CLARA
91247,COLPO COMERCIO DE FRIOS LTDA,           ,,67996680244,vipfriosms@gmail.com,CAMPO GRANDE
53337,COM DE COMB E LUBRIFICANTES MR LTDA,6533083006,,,,NOVA MUTUM
71530,COM FAB DE PRODUTOS ALIM CAFEZAIS LTDA,           ,,67999070933,,CAMPO GRANDE
4706,COM GRAF GRAFICA E EDITORA LTDA ME,,,,,CAMPO GRANDE
3092,COM.DE COMBUSTIVEIS E TRANSPORTE TRANSPANTANEIRA LTDA,6732911315 ,,67996813831,,COXIM
43827,COMAGRAN COMERCIO DE PRODUTOS LTDA,           ,,67996566029,financeiro@comagran.com.br;compras@comagran.com.br,DOURADOS
51906,COMAGRAN CORUMBA MAQ E EQUIP INDUSTRIAL LTDA,6732347408,,,lilian@comagran.com.br,CORUMBA
92357,COMAGRAN CORUMBA MAQUINAS E EQUIPAMENTOS IND LTDA,6732347412,,67996064951,lilian@comagran.com.br,CORUMBA
85736,COMAGRAN PRODUTOS AGRO INDUSTRIAIS LTDA,           ,,67993259356,,CAMPO GRANDE
97259,"COMAK COMERCIOP E REPRESENTACOES DE PECAS,MAQUINAS AGRICOLAS LTDA",6733513970,,67996678706,patrimonio@comak.com.br,CAMPO GRANDE
3709,COMAL COMERCIO DE ALIMENTOS LTDA - EPP,6733257722 ,,67981127808,financeiro@cantinamasseria.com.br,CAMPO GRANDE
8111,COMALI - COMERCIO DE ALIMENTOS LTDA,6733234500 ,,67996770250,cida@gruposeq.com.br;gerentegeral@solucoesalf.com.br;CARLOS@SABOREMILHAS.COM.BR,CAMPO GRANDE
96088,COMANDO DA AERONAUTICA,           ,,67981538803,,CAMPO GRANDE
11383,COMANDO DA MARINHA,6732341242 ,,,,LADARIO
89659,COMBATE MATERIAIS PARA CONSTRUCAO LTDA,6733412865,,,,CAMPO GRANDE
12567,COMBUSTIVEIS E LUBRIFICANTES BUSSOLARO LTDA,6533764600,,,,NOBRES
32787,COMDOMINIO RESIDENCIAL ALEXANDRIA,6733931811,6733241874,,,CAMPO GRANDE
60169,COMDOMINIO RESIDENCIAL PARK DAS GOABEIRAS,           ,,67998141103,,CAMPO GRANDE
63368,COMENDADOR RESTAURANTE EIRELI,,,67996060087,,CAMPO GRANDE
85595,COMERCIAL A.A.K.J LTDA,           ,,67992085684,,CAMPO GRANDE
95160,COMERCIAL AGRICOLA CARVALHO,           ,,67984660770,,SIDROLANDIA
64422,COMERCIAL ANTUNES LTDA,           ,,67992840855,lucieneantunes4469@gmail.com,CAMPO GRANDE
45060,COMERCIAL AUTOMOTIVA S.A - DPK,6721076707,6721076715,,,CAMPO GRANDE
100445,COMERCIAL AVENIDA LTDA,           ,,67993506081,,RIBAS DO RIO PARDO
70765,COMERCIAL BENITES HORTIFRUTIGRANJEIROS EIRELI.,           ,,67991066040,,CAMPO GRANDE
68883,COMERCIAL BRITES LTDA,67999833331,,,,CAMPO GRANDE
64343,COMERCIAL DANTAS EIRELI,67991446056,,67992523358,,CAMPO GRANDE
123656,COMERCIAL DE ALIM NUTRIMAIS LTDA  EPP,6732722020,,67998071694,nutrimais_alimentos@hotmail.com;financeiro@nutrimaisatacado.com.br;compras@nutrimaisatacado.com.br;financeiro02@nutrimaisatacado.com.br,SIDROLANDIA
70179,COMERCIAL DE ALIMENTOS ABENCOADO LTDA,67996508722,,67996508722,,CORUMBA
52709,COMERCIAL DE ALIMENTOS CARREFOUR LTDA,           ,,,,CAMPO GRANDE
3085,COMERCIAL DE ALIMENTOS MATTOS LTDA EPP,6733420956,6733420956 ,67999059944,,CAMPO GRANDE
98063,COMERCIAL DE ALIMENTOS MI SANCHES LTDA,           ,,67992574561,comercialmisanches@gmail.com,PONTA PORA
63482,COMERCIAL DE ALIMENTOS THOMAS EIRELI,           ,,67991219300,mercadosaomarcos2005@hotmail.com,CAMPO GRANDE
25821,COMERCIAL DE CARNES BMB - EIRELI,6733045000,,,recepcao@bigbeef.com.br,CAMPO GRANDE
24700,COMERCIAL DE CARNES BMB EIRELI,6733045000,,,compras@bigbeef.com.br,CAMPO GRANDE
24704,COMERCIAL DE CARNES BMB EIRELI,6733045000,,,almoxarifado@boibras.com.br ,CAMPO GRANDE
74553,COMERCIAL DE CEREAIS PARANA LTDA,6733842955,,67992154605,arparana@terra.com.br,CAMPO GRANDE
157,COMERCIAL DE REFRIGERACAO PANAN OESTE LTDA,6536230050 ,,,santoro@panan.com.br;financeirocba@panan.com.br;expedicaocba@panan.com.br;cobrancacba@panan.com.br;robson@panan.com.br;logisticacba@panan.com.br;edenilza@panan.com.br,CUIABA
154,COMERCIAL DE REFRIGERACAO PANAN OESTE LTDA,6733225500,,,,CAMPO GRANDE
158,COMERCIAL DE REFRIGERACAO PANAN OESTE LTDA,6735219052,,67984780305,rosilene@panan.com.br,TRES LAGOAS
155,COMERCIAL DE REFRIGERACAO PANAN OESTE LTDA,,6733225555,,expedicaodeposito@panan.com.br,CAMPO GRANDE
468,COMERCIAL DE REFRIGERACAO PANAN OESTE LTDA,6634266533 ,,65996116758,denisson@panan.com.br;andreia.alves@panan.com.br;luciano.j@panan.com.br,RONDONOPOLIS
15090,COMERCIAL DE REFRIGERACAO PANAN OESTE LTDA,6733256988,,,,CAMPO GRANDE
156,COMERCIAL DE REFRIGERACAO PANAN OESTE LTDA,6734222124,,,mislene.panan@gmail.com,DOURADOS
97519,COMERCIAL DE UTILIDADES DOMESTICA MATEPLAS LTDA,           ,,,,CAMPO GRANDE
24455,COMERCIAL DIAS DE ALIMENTOS EIRELI EPP,6733652225,,,,CAMPO GRANDE
85947,COMERCIAL DOM BOSCO LTDA,           ,,67996501070,comercialdombosco@gmail.com,CORUMBA
88134,COMERCIAL DUAS NACOES LTDA,           ,,67999051149,comercialduasnacoes@hotmail.com,PARANHOS
6808,COMERCIAL E DISTR CARNES ESPERANCA LTDA,6732251126 ,,,,COXIM
82896,COMERCIAL E SERVIÇOS DE BORRACHARIA CAPAO SECO LTDA,           ,,67982071207,comecialcapaoseco@gmail.com,SIDROLANDIA
83685,COMERCIAL ED CARLOS DA SILVA  LTDA ME,           ,,,,LADARIO
64635,COMERCIAL EXPORTADORA E IMPORTADORA ESTRELA PORA EIRELI-EPP,6733868050,,67991757987,vendas_climabrill@outloot.com.br,CAMPO GRANDE
84870,COMERCIAL FLORENTINO LTDA,           ,,67996199749,,SAO GABRIEL DO OESTE
74986,COMERCIAL FREITAS LTDA,           ,,67991884631,quase.vendasmarco@hotmail.com,CAMPO GRANDE
2929,COMERCIAL HOTELEIRA COXIM EIRELI,6732911480 ,,67996881480,hotelcoxim@hotmail.com,COXIM
116074,COMERCIAL J L CINTRA DE GENEROS ALIMENTICIOS LTDA,6732327643,,67999871607,comercialjlcintra@gmail.com,CORUMBA
111049,COMERCIAL JERE DE ALIMENTOS LTDA,6732861117 ,,67999625222,jerealimentos@uol.com.br,CAMAPUA
88841,COMERCIAL JUNIOR MULTI ITENS LTDA,           ,,67996501225,,CAMPO GRANDE
8822,COMERCIAL LUNARDI DE ALIMENTOS LTDA - ME,6733519355 ,6733512176,,,CAMPO GRANDE
7092,COMERCIAL NASHVILLE LTDA ME,6733881845,,67992209007,,CAMPO GRANDE
85292,COMERCIAL NORDESTE LTDA,           ,,67981703496,THCAVALCANTE124@GMAIL.COM,JARDIM
80096,COMERCIAL NPB DE MAQUINAS LTDA ME,           ,,67981151971,,CAMPO GRANDE
100741,COMERCIAL PAULISTA EIRELI EPP,6733249799,,,,CAMPO GRANDE
74679,COMERCIAL PEREIRA CHOCOLATERIA LTDA,67991006870,,67991342169,,CAMPO GRANDE
75279,COMERCIAL PIANA & CIA LTDA,           ,,67992340390,armazempianapassos@gmail.com,SIDROLANDIA
59969,COMERCIAL PLANALTO LTDA EPP,           ,,67998795465,,SIDROLANDIA
10328,COMERCIAL PRADO DE ALIMENTOS LTDA,6733833440 ,,,nf1@supermercadopagpoko.com.br,CAMPO GRANDE
68057,COMERCIAL PRZ DE MAQUINAS EIRELI,6730276839,,67981151971,comercialprz1@gmail.com,CAMPO GRANDE
58404,COMERCIAL RSV LTDA-ME,6732912359,,,,COXIM
1796,COMERCIAL SAO JOSE DE ALIMENTOS LTDA EPP,6732511251 ,,,saojose74@gmail.com,JARDIM
23392,COMERCIAL VALMAMS DE ALIMENTOS LTDA - EPP,6733686079,,67984251344,c.aratama@hotmail.com;amandaarthur@uol.com.br,CAMPO GRANDE
1623,COMERCIAL VICTOR LTDA EPP,6733547483,,,mariagaby_28@hotmail.com,CAMPO GRANDE
37556,COMERCIALIZADORA E EXP. DE SEMENTES GERMISUL LTDA,6733911000,,67996592887,administracao@germisul.com.br,CAMPO GRANDE
83218,COMERCIO AJRG LTDA,           ,,67984780238,alexandre@skillrg.com.br,CAMPO GRANDE
57439,COMERCIO ATACADISTA CASA DA LINGUICA EIRELI,           ,,67992785343,,CAMPO GRANDE
73844,COMERCIO BORGES E PINHEIROS LTDA,6734393347,,67984699056,belacor@gmail.com,BELA VISTA
97858,COMERCIO COPACABANA LTDA,6732114082,,67999129662,DEPOSITOCOPACABANAMS@GMAIL.COM,CAMPO GRANDE
85122,COMERCIO DE ACOS CAMPO GRANDE LTDA,,,,acoscampograndems@hotmail.com,CAMPO GRANDE
1975,COMERCIO DE ALIMENTOS ANHANDUI LTDA,6730414300 ,,67996620062,,CAMPO GRANDE
97522,COMERCIO DE ALIMENTOS ANHANDUI LTDA,           ,,,,CAMPO GRANDE
9746,COMERCIO DE ALIMENTOS CERIOLI LTDA ME,6732501124,,67996973415,,CORGUINHO
33420,COMERCIO DE ALIMENTOS LAPORTE E FALAVIGNA LTDA,6733516362,,67992840831,mercadoarapongas@terra.com.br,CAMPO GRANDE
64006,COMERCIO DE ALIMENTOS LGS EIRELLI,6730257121,,67999035878,,CAMPO GRANDE
80635,COMERCIO DE ALIMENTOS MARIETTO LTDA,6733651171,,67992790721,MERCADOXINHA@OUTLOOK.COM,CAMPO GRANDE
60205,COMERCIO DE ALIMENTOS SAO GABRIEL LTDA,6732951972,,67999621696,,SAO GABRIEL DO OESTE
82947,COMERCIO DE ALIMENTOS SAO PEDRO EIRELI,6733858937,,,,CAMPO GRANDE
14281,COMERCIO DE ALIMENTOS SIQUEIRA & SANTOS LTDA,6733633533,,,mercadocariocaloja1nota@hotmail.com,CAMPO GRANDE
79533,COMERCIO DE BEBIDAS KI-FESTA LTDA,           ,,67992395974,,CAMPO GRANDE
68386,COMERCIO DE CARNE O PANTANEIRO EIRELI,67999635125,,,,CAMPO GRANDE
94692,COMERCIO DE CARNES SUINAS FLUMINENSE LTDA,           ,,67992863227,SUINOFLUMINENSE@HOTMAIL.COM,CAMPO GRANDE
5931,COMERCIO DE COMBUSATIVEIS CARAVAGIO LTDA,6733488600,6733488600,,bruna@rodobelo.com.br,CAMPO GRANDE
47849,COMERCIO DE COMBUSTIVEIS NORBEOIL LTDA,6730425742,,,,CAMPO GRANDE
69883,COMERCIO DE COMBUSTIVEIS TRES LAGOAS EIRELI EPP,6781039556,,,,CAMPO GRANDE
92758,COMERCIO DE GAS VILELA LTDA,           ,,67992465503,,CAMPO GRANDE
74869,COMERCIO DE HORTIFRUTI GRANJEIRO LTDA,6730452101,,67999933105,,CAMPO GRANDE
45764,COMERCIO DE MADEIRAS RUBI LTDA,6733887618,,67996137019,camilomadeiras@hotmail.com,CAMPO GRANDE
89983,COMERCIO E DISTRIBUIDORA DE AGUA BAIANA LTDA,,,67991225984,,CAMPO GRANDE
3357,COMERCIO E LANCHONETE CENTRO OESTE LTDA ME,6732411593 ,,67996812728,,COSTA RICA
585,COMERCIO INDUSTRIA DE PRODUTOS ALIMENTICIO.R S LTDA,6734264330,           ,67984798058,,DOURADOS
97713,COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS,67996776813,,,diretoria.comercial.ms@tecnoimplantes.com.br,CAMPO GRANDE
98763,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,           ,,41998880993,,TERENOS
99483,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,           ,,67967981066,MARCELO@GRUPOSHIRAISHI.COM.BR,CAMPO GRANDE
93273,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,           ,,67991169679,,CAMPO GRANDE
57377,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,           ,,67996559987,,COXIM
120220,COMERCIO VAREJISTA E FABRICA DE BOLOS SHALON EIRELI,6730271619,6733823269 ,67991425842,,CAMPO GRANDE
12272,COMERCIO VAREJISTA RAVAGNANI E IKEDA LTDA,6732220880,,67996346194,karnes.com@gmail.com,CAMPO GRANDE
68530,COMERCIO VERJ ART PARA ANIMAIS RACAO E ANIMAIS,           ,,67998768411,,CHAPADAO DO SUL
17040,COMPACT COMERCIO DE FERRAMENTAS LTDA - EPP,6730287011,,,fiscal@compactaferramentas.com.br,CAMPO GRANDE
98601,COMPANHIA AGROPECUARIA MATRA,           ,,,,BELA VISTA
83231,COMPANHIA DE GAS DO ESTADO DE MATO GROSSO DO SUL,6733122400,,,recebemfe@msgas.com.br,CAMPO GRANDE
87498,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL,6733482211,6733482222,,recebimentonf@eletrobras.com;karine.ferraz@eletrobras.com;ana.m.melo@eletrobras.com;alison.silva@eletrobras.com,CAMPO GRANDE
97271,COMPANHIA NACIONAL DE ABASTECIMENTO CONAB,           ,,67982025680,,CAMPO GRANDE
89682,COMPRE MAIS COM E TRANSP DE PROD EM GERAL LTDA,6732310309,,67999870096,a.ibarra@terra.com.br,CORUMBA
76441,COMPRE MAIS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,           ,,67996904614,,ROCHEDO
88750,COMUNIDADE BIBLICA SEMEAR,           ,,67982012346,comunidadebiblicasemear@gmail.com,CAMPO GRANDE
31334,COMUNIDADE CRISTA  ALIANCADOS,6730287722,,67993009999,contabilidade.aliancados@gmail.com,CAMPO GRANDE
86783,COMUNIDADE CRISTA ALIANCADOS,67991801534,,67999539381,geralccaribas@gmail.com,RIBAS DO RIO PARDO
80029,COMUNIDADE CRISTA ALIANCADOS,           ,,67993028383,elaynepaim@hotmail.com;ccacampusnovalima@gmail.com,CAMPO GRANDE
80160,COMUNIDADE CRISTA EM TUA HONRA,           ,,67996037236,alcivandoalveslorentz@hotmail.com,CAMPO GRANDE
70349,COMUNIDADE CRISTA KAIROS,           ,,67992939528,cckairos.tempodedeus@gmail.com,CAMPO GRANDE
94014,COMUNIDADE CRISTA PROJETO SERVIR,           ,,67992262521,,CAMPO GRANDE
101003,COMUNIDADE CRISTA RAMO FRUTIFERO,           ,,67981593250,rogeriobrramo@gmail.com,CAMPO GRANDE
99007,COMUNIDADE DA FAMILIA CRESCENDO EM CRISTO IGREJA PENTECOSTAL,           ,,67996710721,,CAMPO GRANDE
74641,COMUNIDADE EVANGELICA ALIANÇA CRISTA,           ,,67984058126,,CAMPO GRANDE
100711,COMUNIDADE EVANGELICA DE CONFISSAO LUTERANA EM CAMPO GRANDE - MS,           ,,67992363266,,CAMPO GRANDE
26392,COMUNIDADE EVANGELICA SARA NOSSA TERRA,6730280100,,67992111116,,CAMPO GRANDE
62098,COMUNIDADE EVANGELICA VEREDA DA GRACA CAMPO GRANDE/MS,6733313454,,67991994393,,CAMPO GRANDE
96840,COMUNIDADE KOLPING SÃO FRANCISCODE ASSIS,           ,,67999281699,comunidade.kolpingsgo@gmail.com,SAO GABRIEL DO OESTE
18186,COMUNIDADE TERAPEUTICA ANTONIO PIO DA SILVA,,,67984512460,,CAMPO GRANDE
18915,COMUNIDADE TERAPEUTICA NOVA ESPERENÇA CHAPADAO DO SUL,,,67999679378,cote.nec@hotmail.com,PARAISO DAS AGUAS
81791,CONALT CONTABILIDADE,           ,,67999568131,atendimento@conalt.com.br,CAMPO GRANDE
46389,CONBRAS SERVICOS TECNICOS DE SUPORTE LTDA,2135118700,,,ana.souza@combras.com,RIO DE JANEIRO
65705,CONCEIÇÃO ALVINO DE OLIVEIRA,           ,,67998914010,daianealvino@gmail.com,CAMPO GRANDE
94361,CONCEIÇÃO APARECIDA FERRARI,           ,,67999943100,,COSTA RICA
73814,CONCEIÇAO APARECIDA SILVA BRITO,           ,,67996937641,nena.vitoriasempre@gmail.com,CAMPO GRANDE
87436,CONCEIÇÃO DOS SANTOS CIELO,           ,,67999547195,,CAMPO GRANDE
61821,CONCEIÇAO OLIVEIRA REZENDE,67996974046,,67999831055,,CAMPO GRANDE
43506,CONCEICAO SALES DA SILVA ME,           ,,67992138262,,CAMPO GRANDE
600,CONCENTRO MARCAS LTDA,6730418080,,,andre.carvalho@multicasa.com.br,CAMPO GRANDE
67185,CONCEPT WORKING COWORKING LTDA,           ,,67992117441,,CAMPO GRANDE
60999,CONCESSIONARIA DA RODOVIA MS 306 S.A,6735622740,,67996544462,csantana@way306.com.br,CHAPADAO DO SUL
1223,CONCESSIONARIA DE RODOVIA SUL MATOGROSSENSE SA,6733579139,,67981033508,recebimentonfe@grupoccr.com.br,CAMPO GRANDE
60019,CONCREART INDUSTRIA DE GALPOES PRE MOLDADOS LTDA,           ,,67996519707,contato@compreartms.com.br,CAMPO GRANDE
1997,CONCRELAJE IND DE PRE MOLDADOS DE CONCRETOS LTDA,6733584000,,,GRUPO.NFE@CONCRELAJE.COM.BR,CAMPO GRANDE
86885,CONCREPAN AGRO COM PROD AGROPECUARIOS LTDA,           ,,67998137836,,PARAISO DAS AGUAS
79331,CONCRETA CONSTRUÇÃO E INCORPORAÇÃO LTDA,1732114400,,,compras@concretaeng.com.br,SAO JOSE DO RIO PRET
70972,CONCREVIA MIX CONCRETO EIRELI,6734417735,,67999240272,financeiro@concrevia.com.br,NOVA ANDRADINA
17037,COND EDIFICIO CONJUNTO NACIONAL,6733248045,,67999433709,,CAMPO GRANDE
18506,COND EDIFICIO MONET,6733265397,6730478854,67981268707,,CAMPO GRANDE
40080,COND EDIFICIO SAO SALVADOR,6733833841,,,,CAMPO GRANDE
12497,COND. ED CECILIA MEIRELES,6730281321,67992909714,67999813898,,CAMPO GRANDE
58345,CONDOMINIO ACQUA VERANO,6732117989,,67992130455,acquaverano16@gmail.com,CAMPO GRANDE
9844,CONDOMINIO ARTS DE FRANCE TORRE GRAND PALAIS AREA COMERCIAL,,,67991459706,edificiodorsay@gmail.com,CAMPO GRANDE
39282,CONDOMINIO AUGUSTE RODIN,6730237631,6733492359,67993477923,condominiorodin@hotmail.com,CAMPO GRANDE
39726,CONDOMINIO BELLE PARC RESIDENCE-VILLE MONET,6730427353,6730478860,67981225517,,CAMPO GRANDE
51496,CONDOMINIO BELVEDERE RESIDENCE,,,67992273610,contato@facilitacondominios.com.br,CAMPO GRANDE
24016,CONDOMINIO CASA DA INDUSTRIA ESTADO MATO GROSSO DO SUL,6733899000,,,daraujo@sfiems.com.br,CAMPO GRANDE
15798,CONDOMINIO CASA FLUTUANTE NINHO DAS AGUIAS,6784072127,,67984072127,maxnonato@terra.com.br,CORUMBA
75644,CONDOMINIO CENTRAL PARK RESIDENCES,67992210761,,67999831088,,CAMPO GRANDE
72271,CONDOMINIO CENTRO MEDICO E ODONTOLOGICO,6733825310,,67991851278,,CAMPO GRANDE
54732,CONDOMINIO DO EDIFICIO HOTEL CAMPO GRANDE -TRANSAMERICA FIT,6732223335,67996753170,67996611931,FINAN.CARANDA@HPLUS.COM.BR;CARANDA@HPLUS.COM.BR,CAMPO GRANDE
77217,CONDOMINIO E EDIFICIO SANTA THEREZINHA,,,67981160078,,MARACAJU
52055,CONDOMINIO ED. PALAZZO SAN MARINO,6733845854,,67999180300,,CAMPO GRANDE
54606,CONDOMINIO EDFICIO ATHENAS GARDEN,6733210405,,67999024969,athenasgarden@bol.com.br,CAMPO GRANDE
